extrarepaymentsallowed,allowssplitloan,hasoffsetaccount,hasredrawfacility,redrawactivationfee,hasfortnightlyrepayments,hasfulloffset,hasmonthlyrepayments,hasrepayholiday,hasweeklyrepayments,hasmortgageportability,hasprincipalandinterest,hasinterestonly,hasconstructionfacility,portabilitytransferfee,companyvariation,totalcost,costscore,boxcox,cost score2,output_dtr,total_score,alogarithm,manual,difference
1,1,0,1,0,1,0,1,1,1,1,1,0,0,300,"Greater Bank - Great Rate Fixed Investment Loan (Principal and Interest) 5 Years (NSW, ACT & QLD only)",80274.1009976483,4.241097685975909,290.9322616749948,2.8225261019107872,3.103441834833296,3.0937549999999994,3.1,3.1,0.0
1,1,0,1,0,1,0,1,1,1,1,1,0,0,300,"Greater Bank - Great Rate Fixed Investment Loan (Principal and Interest) 1 Year (NSW, ACT & QLD only)",77260.60206818339,4.411526829891185,354.9851460815911,2.3431241851563738,3.5206798755555653,3.4881629999999997,3.5,3.5,0.0
1,1,0,1,0,1,0,1,1,1,1,1,0,0,300,"Greater Bank - Great Rate Fixed Investment Loan (Principal and Interest) 2 Years (NSW, ACT & QLD only)",77362.82062670997,4.405745835163891,352.64207452171974,2.3606608348685825,3.4965165068889132,3.474779,3.5,3.5,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,300,"Greater Bank - Great Rate Fixed Home Loan 1 Year (NSW, ACT & QLD only)",74155.0277998519,4.587163316349478,432.34881152319485,1.764098121873694,3.96689094824443,3.9946199999999994,4.0,4.0,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,300,"Greater Bank - Great Rate Fixed Home Loan 3 Years (NSW, ACT & QLD only)",73016.88691387956,4.651531143049081,463.86705530210065,1.5282007595562486,4.132228180666617,4.14358,4.1,4.1,0.0
1,1,0,1,0,1,0,1,1,1,1,1,1,0,300,"Greater Bank - Great Rate Fixed Home Loan 5 Years (NSW, ACT & QLD only)",74442.66399154968,4.570895983572025,424.6617603076535,1.821631629085125,3.9439840824294916,3.9569739999999998,3.9,4.0,-0.10000000000000009
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 2 Years,78620.80134079113,4.334600438672629,324.8074425534627,2.568988313659872,3.4074469013333335,3.4101409999999994,3.4,3.4,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 4 Years,81435.18521213606,4.175432293911601,268.8821721137495,2.9875593443353674,3.0468801385000357,3.041794,3.0,3.0,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Advance) 1 Year,79089.89342376933,4.308070825093637,314.8907978856095,2.6432091470475347,3.3364811346000303,3.348744,3.3,3.3,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Home Loan Fixed (Interest Only in Advance) 4 Years,82277.23283999148,4.127810091378822,253.7452462003503,3.1008512181343537,2.9329808273333624,2.9315860000000002,2.9,2.9,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Home Loan Fixed (Interest Only in Advance) 2 Years,81230.93187169096,4.186983889836698,272.6607213667442,2.9592789043330425,3.0627707356666694,3.068527,3.1,3.1,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Investment Loan Fixed (Interest Only in Advance) 1 Year,90166.64366987674,3.6816225979682984,142.35536795190993,3.934545463663814,1.8996977399999726,1.8990230000000001,1.9,1.9,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Investment Loan Fixed (Interest Only in Advance) 2 Years,86706.15612706778,3.8773312885153124,184.94737516644688,3.615766846803212,2.3244887559999805,2.35193,2.3,2.4,-0.10000000000000009
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Investment Loan Fixed (Interest Only in Advance) 3 Years,83411.7354171443,4.063648030094082,234.43860768946408,3.245351182405287,2.7745074409111017,2.783102,2.8,2.8,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Advance) 4 Years,82355.82595601694,4.12336523913385,252.36803918159654,3.111158883287528,2.9236878043030727,2.921303,2.9,2.9,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Advance) 1 Year,83075.05392609259,4.082689131363777,240.04084353649736,3.2034214140886954,2.836143160666643,2.8271669999999998,2.8,2.8,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,0,300,NAB - Base Variable Investment Loan (Principal and Interest),78775.52125135784,4.3258502175769085,321.50938915978725,2.593672496630461,3.5910495804445013,3.5898879999999993,3.6,3.6,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,0,300,NAB - Tailored Investment Loan Fixed (Principal and Interest) 2 Years,84233.83231222705,4.017154145966757,221.19849155353174,3.3444464395887925,2.374102918527867,2.375505,2.4,2.4,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,0,300,NAB - Tailored Investment Loan Fixed (Principal and Interest) 1 Year,86581.37022450932,3.8843885847160147,186.6545949202633,3.6029892111060393,2.0958581693332885,2.0682609999999997,2.1,2.1,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,0,300,NAB - Tailored Investment Loan Fixed (Principal and Interest) 4 Years,82476.4814788065,4.116541537536808,250.26542275515595,3.126895853673379,2.609880806000063,2.605511,2.6,2.6,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Investment Loan Fixed (Interest Only in Arrears) 5 Years,82900.32057036264,4.092571217579015,242.99031538586743,3.1813461793650646,2.8486973199999266,2.850036,2.8,2.9,-0.10000000000000009
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Investment Loan Fixed (Interest Only in Arrears) 5 Years,82900.32057036264,4.092571217579015,242.99031538586743,3.1813461793650646,2.8486973199999266,2.850036,2.8,2.9,-0.10000000000000009
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Investment Loan Fixed (Interest Only in Arrears) 2 Years,84741.77665298466,3.988427233769944,213.32209124992238,3.4033971244432992,2.602891007671864,2.609026,2.6,2.6,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,1,300,NAB - Tailored Investment Loan (Principal and Interest),89442.95571092202,3.7225509414631293,150.53633534839219,3.873315255420841,2.2710825059999737,2.2937399999999997,2.3,2.3,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,1,300,NAB - Tailored Home Loan Fixed (Principal and Interest) 5 Years,79135.53890297315,4.305489334233215,313.93895479425174,2.6503331884810133,3.1418754536018403,3.142772,3.1,3.1,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,1,300,NAB - Tailored Home Loan Fixed (Principal and Interest) 5 Years,79135.53890297315,4.305489334233215,313.93895479425174,2.6503331884810133,3.1418754536018403,3.142772,3.1,3.1,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,1,300,NAB - Tailored Home Loan Fixed (Principal and Interest) 4 Years,80039.7719520384,4.25435022051219,295.5531524161028,2.787941181982157,2.9991221780999657,3.024423,3.0,3.0,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,1,300,NAB - Tailored Home Loan Fixed (Principal and Interest) 1 Year,81689.33105448681,4.161059015753789,264.23935043210383,3.022308405739083,2.7797373717571,2.808529,2.8,2.8,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Home Loan Fixed (Interest Only in Arrears) 3 Years,80548.99655636054,4.225550902707015,285.585397035686,2.8625445519846298,3.1614036855555363,3.1577770000000003,3.2,3.2,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Tailored Home Loan Fixed (Interest Only in Arrears) 2 Years,81737.12343197991,4.158356106553397,263.3734842074546,3.02878895585943,3.0100411766667134,3.0022789999999997,3.0,3.0,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,1,300,NAB - Tailored Home Loan (Principal and Interest),84167.67295990753,4.020895803767779,222.24130418540307,3.336641539322922,2.9837508114611153,2.984164,3.0,3.0,0.0
1,1,1,1,0,1,1,1,1,1,1,1,0,1,300,NAB - Tailored Home Loan (Principal and Interest),84167.67295990753,4.020895803767779,222.24130418540307,3.336641539322922,2.9837508114611153,2.984164,3.0,3.0,0.0
0,0,0,0,0,1,0,1,0,1,1,1,1,0,300,NAB - Portfolio Facility Fixed 3 Years,83974.72670651917,4.031807924713007,225.3050620654978,3.3137109341863082,1.912901210533341,1.909419,1.9,1.9,0.0
0,0,0,0,0,1,0,1,0,1,1,1,1,0,300,NAB - Portfolio Facility Fixed 2 Years,86424.33817993852,3.893269569096592,188.82089403611525,3.5867756095169145,1.6138506709666471,1.588812,1.6,1.6,0.0
0,0,0,0,0,1,0,1,0,1,1,1,1,0,300,NAB - Portfolio Facility Fixed 5 Years,83990.33644506749,4.030925112261502,225.05594701165828,3.315575428430547,1.9139164851999673,1.907375,1.9,1.9,0.0
0,0,0,0,0,1,0,1,0,1,1,1,1,0,300,NAB - Flexiplus Mortgage,96419.09397947273,3.3280137935256646,85.43202510739961,4.360586537700389,1.0081042766666664,1.0,1.0,1.0,0.0
0,1,0,0,0,1,0,1,1,1,1,1,0,0,300,NAB - Choice Package Tailored Investment Loan Fixed (Principal and Interest) 4 Years,81610.07107624864,4.165541582548752,265.6803498857688,3.0115232879956904,2.29984370799999,2.318902,2.3,2.3,0.0
0,1,0,0,0,1,0,1,1,1,1,1,0,0,300,NAB - Choice Package Tailored Investment Loan Fixed (Principal and Interest) 2 Years,81530.29096624184,4.170053565518774,267.13715770492706,3.0006198530088444,2.321046903333324,2.3293459999999997,2.3,2.3,0.0
0,1,0,0,0,1,0,1,1,1,1,1,0,0,300,NAB - Choice Package Tailored Investment Loan Fixed (Principal and Interest) 2 Years,81530.29096624184,4.170053565518774,267.13715770492706,3.0006198530088444,2.321046903333324,2.3293459999999997,2.3,2.3,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Arrears) 4 Years,83105.37550822973,4.080974287122334,239.53195369729133,3.2072301850221567,2.812334906666645,2.8231979999999997,2.8,2.8,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Arrears) 2 Years,81914.66331879186,4.148315296309754,260.1768372748035,3.052714165175097,2.981643943999949,2.979039,3.0,3.0,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Investment Loan Fixed (Interest Only in Arrears) 1 Year,83271.92928477781,4.071554798940207,236.7520579844705,3.2280362321728835,2.776700234244433,2.8014,2.8,2.8,0.0
1,1,1,1,0,1,1,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Investment Loan (Interest Only) ($250k-$750k),86554.61878044254,3.8859015189554196,187.02222432468042,3.6002376997140755,2.648936267333356,2.671761,2.6,2.7,-0.10000000000000009
1,1,0,0,0,1,0,1,1,1,1,1,0,1,300,NAB - Choice Package Tailored Home Loan Fixed (Principal and Interest) 3 Years,75686.49736264421,4.500550693405776,392.67089845017483,2.061066287417569,3.5704078705333733,3.594181,3.6,3.6,0.0
1,1,0,0,0,1,0,1,1,1,1,1,0,1,300,NAB - Choice Package Tailored Home Loan Fixed (Principal and Interest) 1 Year,78123.42957693947,4.362729416284683,335.5936899427016,2.488258964452674,3.1987799226666525,3.275233,3.2,3.3,-0.09999999999999964
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Arrears) 2 Years,79003.45164511228,4.312959560308039,316.69970093516827,2.629670465734191,3.3500020012704246,3.360056,3.4,3.4,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Arrears) 1 Year,79285.60206818339,4.297002476471317,310.8259320228627,2.673632515237801,3.3226594800000573,3.323131,3.3,3.3,0.0
1,1,0,1,0,1,0,1,1,1,1,0,1,1,300,NAB - Choice Package Tailored Home Loan Fixed (Interest Only in Arrears) 4 Years,82183.69379757084,4.13310021402215,255.39219616076025,3.0885246699213615,2.942223835333292,2.943829,2.9,2.9,0.0
1,1,0,1,0,1,0,1,1,1,1,1,0,0,300,NAB - Base Variable Home Loan (Principal and Interest),74040.16956193333,4.593659151130993,435.44936854275477,1.7408920946673643,4.006642577507964,4.0096490000000005,4.0,4.0,0.0
1,1,0,1,0,1,0,1,1,1,1,1,0,0,300,NAB - Base Variable Home Loan (Principal and Interest),74040.16956193333,4.593659151130993,435.44936854275477,1.7408920946673643,4.006642577507964,4.0096490000000005,4.0,4.0,0.0
1,1,0,1,0,1,0,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Simplicity PLUS Investment Loan (New Customer),74700.71627599486,4.556301775658641,417.8589257517875,1.8725472428886067,3.9410130420888696,3.9231990000000003,3.9,3.9,0.0
1,1,0,1,0,1,0,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Simplicity PLUS (Low Doc),77519.07857593284,4.3969086299286015,349.0842724402423,2.3872890992019444,3.5539410840000487,3.554334,3.6,3.6,0.0
1,1,0,1,0,1,0,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Simplicity PLUS (Low Doc),77519.07857593284,4.3969086299286015,349.0842724402423,2.3872890992019444,3.5539410840000487,3.554334,3.6,3.6,0.0
1,1,1,1,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Standard Variable Investment Loan (Low Doc),89382.95571092202,3.7259442556385327,151.23114884201826,3.8681149444010163,2.202831985333261,2.2015919999999998,2.2,2.2,0.0
1,1,1,1,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Standard Variable Investment Loan (Low Doc),89382.95571092202,3.7259442556385327,151.23114884201826,3.8681149444010163,2.202831985333261,2.2015919999999998,2.2,2.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 1 Year,81631.29451621165,4.164341285887463,265.2938777662945,3.014415827130572,2.4260428866667327,2.416125,2.4,2.4,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 1 Year,81631.29451621165,4.164341285887463,265.2938777662945,3.014415827130572,2.4260428866667327,2.416125,2.4,2.4,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 10 Years,127323.12143806875,1.580229219320456,1.7969422331800144,4.986550839062686,1.1998676659999787,1.2000009999999999,1.2,1.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 10 Years,127323.12143806875,1.580229219320456,1.7969422331800144,4.986550839062686,1.1998676659999787,1.2000009999999999,1.2,1.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 10 Years,127323.12143806875,1.580229219320456,1.7969422331800144,4.986550839062686,1.1998676659999787,1.2000009999999999,1.2,1.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 3 Years,77711.27069921544,4.386039158989672,344.74780462660317,2.419745264151611,2.9395339726667036,2.929176,2.9,2.9,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 3 Years,77711.27069921544,4.386039158989672,344.74780462660317,2.419745264151611,2.9395339726667036,2.929176,2.9,2.9,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 5 Years,78625.64514834294,4.334326495992154,324.7037811690444,2.5697641642221676,2.819881569333263,2.809504,2.8,2.8,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Low Doc) 5 Years,78625.64514834294,4.334326495992154,324.7037811690444,2.5697641642221676,2.819881569333263,2.809504,2.8,2.8,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Low Doc) 2 Years,83595.05277483846,4.053280473619729,231.4326340902951,3.267849302802288,2.176040228000029,2.1591129999999996,2.2,2.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Low Doc) 2 Years,83595.05277483846,4.053280473619729,231.4326340902951,3.267849302802288,2.176040228000029,2.1591129999999996,2.2,2.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Low Doc) 5 Years,81344.1009976483,4.180583583181214,270.5619498179117,2.974987097846282,2.481327109422276,2.453715,2.5,2.5,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Low Doc) 5 Years,81344.1009976483,4.180583583181214,270.5619498179117,2.974987097846282,2.481327109422276,2.453715,2.5,2.5,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Low Doc) 1 Year,86620.35722610026,3.8821836656300976,186.11985619456266,3.6069914472650915,1.7656377710285935,1.7631579999999998,1.8,1.8,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Low Doc) 1 Year,86620.35722610026,3.8821836656300976,186.11985619456266,3.6069914472650915,1.7656377710285935,1.7631579999999998,1.8,1.8,0.0
1,1,0,1,0,1,0,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Simplicity PLUS Home Loan (New Customer),71995.8444250973,4.709276442230316,493.68528303426,1.3050271170037098,4.234817207333295,4.277209999999999,4.2,4.3,-0.09999999999999964
1,1,1,1,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Standard Variable Home Loan (Principal and Interest),83736.63214736819,4.0452734187572315,229.13226615958482,3.285066338466483,2.941249126666742,2.940582,2.9,2.9,0.0
1,1,1,1,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Standard Variable Home Loan (Principal and Interest),83736.63214736819,4.0452734187572315,229.13226615958482,3.285066338466483,2.941249126666742,2.940582,2.9,2.9,0.0
0,1,1,0,0,1,1,1,1,1,0,0,1,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Interest in Advance Yearly) 4 Years,83543.93558572968,4.0561714183265565,232.267712648921,3.2615991820566785,2.1840561753333345,2.1657979999999997,2.2,2.2,0.0
0,1,1,0,0,1,1,1,1,1,0,0,1,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Interest in Advance Yearly) 3 Years,82601.17703856506,4.109489350694498,248.10717495521456,3.1430491954269684,2.314659337958785,2.2891869999999996,2.3,2.3,0.0
0,1,1,0,0,1,1,1,1,1,0,0,1,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Interest in Advance Yearly) 2 Years,83980.48579510572,4.031482218097372,225.21312734814313,3.314399016856189,2.1049724686666607,2.108664,2.1,2.1,0.0
0,1,1,0,0,1,1,1,1,1,0,0,1,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Interest in Advance Yearly) 5 Years,83181.54169136552,4.076666690640316,238.25746171669283,3.2167690825136197,2.2196309988832916,2.21323,2.2,2.2,0.0
0,1,1,0,0,1,1,1,1,1,0,0,1,0,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Interest in Advance Yearly) 5 Years,83181.54169136552,4.076666690640316,238.25746171669283,3.2167690825136197,2.2196309988832916,2.21323,2.2,2.2,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Principal and Interest) 7 Years ,114650.60558729037,2.2969263472283172,12.978282782475029,4.902864426797638,1.2998000019999685,1.2999999999999998,1.3,1.3,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Principal and Interest) 7 Years ,114650.60558729037,2.2969263472283172,12.978282782475029,4.902864426797638,1.2998000019999685,1.2999999999999998,1.3,1.3,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Principal and Interest) 3 Years,81467.50268264677,4.173604571731648,268.28818498538266,2.992005023409848,2.496500244822279,2.537565,2.5,2.5,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Principal and Interest) 3 Years,81467.50268264677,4.173604571731648,268.28818498538266,2.992005023409848,2.496500244822279,2.537565,2.5,2.5,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Principal and Interest) 2 Years,83595.05277483846,4.053280473619729,231.4326340902951,3.267849302802288,2.245120564000036,2.2591119999999996,2.2,2.3,-0.09999999999999964
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Investment Loan (Principal and Interest) 2 Years,83595.05277483846,4.053280473619729,231.4326340902951,3.267849302802288,2.245120564000036,2.2591119999999996,2.2,2.3,-0.09999999999999964
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 3 Years,77711.27069921544,4.386039158989672,344.74780462660317,2.419745264151611,3.014335068000004,3.029175,3.0,3.0,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 3 Years,77711.27069921544,4.386039158989672,344.74780462660317,2.419745264151611,3.014335068000004,3.029175,3.0,3.0,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 10 Years,127323.12143806875,1.580229219320456,1.7969422331800144,4.986550839062686,1.2998666679999686,1.2999999999999998,1.3,1.3,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 10 Years,127323.12143806875,1.580229219320456,1.7969422331800144,4.986550839062686,1.2998666679999686,1.2999999999999998,1.3,1.3,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 10 Years,127323.12143806875,1.580229219320456,1.7969422331800144,4.986550839062686,1.2998666679999686,1.2999999999999998,1.3,1.3,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 1 Year,81631.29451621165,4.164341285887463,265.2938777662945,3.014415827130572,2.49220246933341,2.516124,2.5,2.5,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 1 Year,81631.29451621165,4.164341285887463,265.2938777662945,3.014415827130572,2.49220246933341,2.516124,2.5,2.5,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 2 Years,79205.80792490843,4.301515253096135,312.47814626320417,2.6612665666775346,2.822922678000108,2.833574,2.8,2.8,0.0
0,1,1,0,0,1,1,1,1,1,0,1,0,1,350,Australian and New Zealand Banking Group - Fixed Rate Home Loan (Principal and Interest) 2 Years,79205.80792490843,4.301515253096135,312.47814626320417,2.6612665666775346,2.822922678000108,2.833574,2.8,2.8,0.0
